Precinct,Bennet,,,Biden,,,Bloomberg,,,Buttigieg,,,Delaney,,,Gabbard,,,Klobuchar,,,Patrick,,,Sanders,,,Steyer,,,Warren,,,Yang,,,Other,,,Uncommitted,,
MARSHALLTOWN 2-2,0,0,0,23,26,0.48,0,0,0,35,45,0.64,0,0,0,0,0,0,20,0,0,0,0,0,51,52,0.8,6,0,0,25,33,0.48,0,0,0,0,0,0,0,4,0
MARSHALLTOWN 4-2,0,0,0,23,31,0.48,0,0,0,31,41,0.64,0,0,0,0,0,0,12,0,0,0,0,0,41,47,0.64,7,0,0,26,31,0.48,10,0,0,0,0,0,0,0,0
MARION / VIENNA,0,0,0,11,11,0.16,0,0,0,16,16,0.16,0,0,0,0,0,0,8,8,0.16,0,0,0,2,0,0,0,0,0,10,12,0.16,0,0,0,0,0,0,0,0,0
LIBERTY / MINERVA,1,0,0,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,5,9,0.16,1,0,0,3,6,0.16,4,1,0,0,0,0,0,0,0
LEGRAND,0,0,0,7,7,0.32,0,0,0,6,6,0.16,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.16,0,0,0,10,10,0.32,0,0,0,0,0,0,0,0,0
MARSHALLTOWN 3-1,0,0,0,26,26,0.48,0,0,0,25,26,0.48,0,0,0,0,0,0,21,22,0.32,0,0,0,37,39,0.64,0,0,0,25,25,0.32,3,0,0,1,0,0,1,1,0
Total,5,0,0,261,266,5.12,1,0,0,340,421,6.72,0,0,0,1,0,0,139,59,1.12,0,0,0,439,489,8.16,31,6,0.16,187,147,2.4,35,1,0,1,0,0,6,40,0.32
Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,0,0,0,16,16,0.1556,0,0,0,26,27,0.4667,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0.4667,1,0,0,13,13,0.1556,0,0,0,0,0,0,0,0,0
Glenwood Ward 2,0,0,0,8,8,0.1556,0,0,0,12,13,0.1556,0,0,0,0,0,0,4,0,0,0,0,0,13,16,0.3111,2,0,0,2,7,0.1556,3,0,0,0,0,0,0,0,0
Emerson/Hastings/Indian Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.1556,0,0,0,4,0,0,0,0,0,5,5,0.1556,0,0,0,0,0,0,0,0,0
Glenwood Ward 3,0,0,0,15,16,0.3111,1,0,0,15,16,0.3111,0,0,0,0,0,0,13,13,0.1556,0,0,0,11,11,0.1556,1,0,0,13,13,0.1556,0,0,0,0,0,0,0,0,0
Henderson/Anderson,0,0,0,0,0,0,0,0,0,5,6,0.1556,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pacific Junction/Lyons/Platville,0,0,0,2,3,0.1556,0,0,0,6,6,0.1556,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak/St. Mary,0,0,0,21,27,0.3111,0,0,0,29,48,0.6222,0,0,0,1,0,0,9,0,0,0,0,0,20,26,0.3111,0,0,0,14,0,0,6,0,0,0,0,0,1,0,0
Deer Creek/White Cloud,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0.1556,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,62,70,1.089,1,0,0,95,118,1.8668,0,0,0,1,0,0,39,27,0.4668,0,0,0,86,91,1.4001,5,0,0,48,38,0.6224,9,0,0,0,0,0,1,0,0
Mitchell 8,0,0,0,9,14,0.15,0,0,0,2,0,0,0,0,0,1,0,0,13,15,0.225,0,0,0,7,12,0.15,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Mitchell 11,0,0,0,7,7,0.075,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.075,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.075,0,0,0,0,0,0
Mitchell 5,0,0,0,4,4,0.075,0,0,0,6,6,0.075,0,0,0,0,0,0,8,8,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSAGE 01 (Mitchell 5),0,0,0,8,11,0.225,0,0,0,3,0,0,0,0,0,0,0,0,6,8,0.15,0,0,0,6,8,0.15,0,0,0,4,0,0,5,5,0.075,0,0,0,0,0,0
Mitchell 12,0,0,0,3,3,0.075,0,0,0,1,1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell 10,0,0,0,0,0,0,0,0,0,9,9,0.15,0,0,0,0,0,0,8,8,0.15,0,0,0,4,4,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell 7,0,0,0,3,0,0,0,0,0,11,12,0.225,0,0,0,0,0,0,6,9,0.225,0,0,0,3,0,0,2,0,0,7,10,0.225,1,0,0,0,0,0,0,0,0
Mitchell 6,0,0,0,1,0,0,0,0,0,7,9,0.225,0,0,0,0,0,0,11,12,0.225,0,0,0,1,0,0,0,0,0,7,7,0.15,1,0,0,0,0,0,0,0,0
OSAGE 04 (Mitchell 8),0,0,0,5,5,0.075,0,0,0,10,10,0.225,0,0,0,0,0,0,8,9,0.225,0,0,0,2,0,0,0,0,0,5,6,0.15,2,2,0,0,0,0,0,0,0
OSAGE 02 (Mitchell 6),0,0,0,4,6,0.075,0,0,0,9,11,0.15,0,0,0,0,0,0,8,11,0.15,0,0,0,4,0,0,1,0,0,6,9,0.075,2,0,0,0,0,0,3,0,0
Total,0,0,0,44,50,0.75,0,0,0,58,58,1.125,0,0,0,1,0,0,80,92,1.575,0,0,0,27,24,0.375,7,0,0,34,32,0.6,16,12,0.15,0,0,0,3,0,0
ST CLAIR UTE,0,0,0,0,0,0,0,0,0,3,3,0.05,0,0,0,0,0,0,3,3,0.05,0,0,0,2,2,0.05,0,0,0,3,3,0.05,0,0,0,0,0,0,0,0,0
CASTANA CENTER JORDAN,0,0,0,0,0,0,0,0,0,3,3,0.05,0,0,0,0,0,0,3,3,0.05,0,0,0,2,2,0.05,0,0,0,5,5,0.05,0,0,0,0,0,0,0,0,0
ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,0,0,0,0,0,0,0,0,0,4,4,0.1,0,0,0,0,0,0,8,8,0.15,0,0,0,4,4,0.1,0,0,0,3,3,0.05,0,0,0,0,0,0,0,0,0
ONAWA Ward 4,0,0,0,1,0,0,0,0,0,3,4,0.1,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0.15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ONAWA Ward 1,0,0,0,2,2,0.05,0,0,0,3,4,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SHERMAN SE FRANKLIN BLENCOE SIOUX,0,0,0,4,4,0.05,0,0,0,3,4,0.05,0,0,0,0,0,0,5,6,0.1,0,0,0,0,0,0,2,0,0,5,5,0.1,0,0,0,0,0,0,0,0,0
ONAWA Ward 3,0,0,0,1,0,0,0,0,0,4,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.05,4,4,0.1,3,3,0.1,0,0,0,0,0,0,0,0,0
MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,0,0,0,0,0,0,0,0,0,7,7,0.1,0,0,0,0,0,0,5,7,0.1,0,0,0,4,4,0.05,0,0,0,7,7,0.1,0,0,0,0,0,0,2,0,0
FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,1,0,0,9,9,0.15,0,0,0,6,7,0.15,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6,6,0.1,6,7,0.15,0,0,0,0,0,0,0,2,0
ONAWA Ward 2- NE Franktdn,0,0,0,7,7,0.1,0,0,0,6,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,7,0.15,0,0,0,0,0,0,0,0,0
Total,1,0,0,24,22,0.35,0,0,0,42,46,0.95,0,0,0,0,0,0,27,27,0.45,0,0,0,22,25,0.55,13,10,0.2,39,40,0.75,1,0,0,0,0,0,4,3,0
LOVILIA - Monroe Precinct 6,0,0,0,5,5,0.0462,0,0,0,10,12,0.1846,0,0,0,0,0,0,1,0,0,0,0,0,6,6,0.0923,0,0,0,7,7,0.0923,1,0,0,0,0,0,0,0,0
CTHSE - Monroe Precinct 5,0,0,0,5,0,0,0,0,0,8,9,0.1846,0,0,0,0,0,0,9,13,0.2769,0,0,0,6,8,0.1846,1,0,0,7,7,0.1385,1,0,0,0,0,0,0,0,0
No. 4-Albia Fourth Ward,0,0,0,4,6,0.0923,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0.0923,0,0,0,9,9,0.1385,0,0,0,4,4,0.0923,0,0,0,0,0,0,0,0,0
No. 1-Albia First Ward,0,0,0,9,10,0.1846,0,0,0,9,14,0.2769,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0
No. 3-Albia Third Ward,0,0,0,0,0,0,0,0,0,4,4,0.1385,0,0,0,0,0,0,3,3,0.1385,0,0,0,2,3,0.0923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,23,21,0.3231,0,0,0,34,39,0.7846,0,0,0,0,0,0,20,22,0.5077,0,0,0,24,26,0.5077,4,0,0,21,18,0.3231,4,0,0,0,0,0,0,0,0
7 SCOTT EAST TWP VILLISCA,0,0,0,1,1,0,0,0,0,14,17,0.32,0,0,0,0,0,0,4,0,0,0,0,0,8,8,0.16,0,0,0,6,6,0.08,0,0,0,0,0,0,0,1,0
6 WEST GRANT SCOTT TWP COBURG STANTON,0,0,0,0,0,0,2,0,0,7,7,0.08,0,0,0,0,0,0,3,0,0,0,0,0,10,10,0.16,3,6,0.08,5,8,0.08,1,0,0,0,0,0,0,0,0
5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,0,0,0,1,0,0,0,0,0,9,9,0.08,0,0,0,0,0,0,8,8,0.08,0,0,0,0,0,0,0,0,0,5,6,0.08,0,0,0,0,0,0,0,0,0
4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,0,0,0,4,4,0.08,0,0,0,5,6,0.08,0,0,0,0,0,0,5,6,0.08,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WARD2 SHERMAN RO TWP,0,0,0,11,11,0.16,2,0,0,15,19,0.32,0,0,0,0,0,0,2,0,0,0,0,0,16,18,0.32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WARD1 PILOT GROVE FRANKFORT RO TWP,0,0,0,11,11,0.16,0,0,0,11,15,0.24,0,0,0,0,0,0,4,0,0,0,0,0,13,13,0.24,0,0,0,7,7,0.16,0,0,0,0,0,0,0,0,0
Total,0,0,0,28,27,0.4,4,0,0,61,73,1.12,0,0,0,0,0,0,26,14,0.16,0,0,0,47,49,0.88,7,6,0.08,23,27,0.4,1,0,0,0,0,0,0,1,0
Wilton City,0,0,0,15,19,0.3333,1,0,0,25,33,0.5,0,0,0,0,0,0,11,0,0,0,0,0,22,26,0.5,0,0,0,21,21,0.3333,5,0,0,0,0,0,0,0,0
Muscatine 01st,0,0,0,23,23,0.3333,0,0,0,21,22,0.3333,0,0,0,0,0,0,16,20,0.3333,0,0,0,36,37,0.5,0,0,0,16,19,0.3333,9,0,0,0,0,0,0,0,0
West Liberty 2,0,0,0,15,16,0.1667,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,0.6667,0,0,0,21,24,0.3333,1,0,0,0,0,0,0,0,0
Pike-City,0,0,0,8,8,0.1667,0,0,0,8,9,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Muscatine 10th,0,0,0,18,30,0.5,0,0,0,14,20,0.3333,0,0,0,1,0,0,7,0,0,0,0,0,28,35,0.6667,4,0,0,10,5,0,11,3,0,0,0,0,0,0,0
Fruitland One-City,0,0,0,15,21,0.3333,0,0,0,7,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,16,0.3333,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0
Muscatine 06th,4,0,0,22,9,0,0,0,0,60,73,0.8333,0,0,0,0,0,0,17,40,0.5,0,0,0,34,44,0.5,7,0,0,20,5,0,7,0,0,0,0,0,0,0,0
Ftrton/Montpetder-City,0,0,0,15,15,0.3333,0,0,0,10,10,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.1667,0,0,0,10,10,0.1667,3,0,0,0,0,0,0,0,0
Wilton/Moscow-Wilton,0,0,0,3,0,0,0,0,0,5,7,0.1667,0,0,0,0,0,0,2,0,0,0,0,0,5,5,0.1667,1,0,0,7,11,0.1667,0,0,0,0,0,0,0,0,0
Muscatine 07th,0,0,0,11,13,0.3333,0,0,0,10,10,0.1667,0,0,0,0,0,0,2,0,0,0,0,0,27,27,0.5,0,0,0,10,10,0.1667,1,0,0,0,0,0,0,0,0
Bloomington,0,0,0,20,20,0.1667,0,0,0,44,44,0.5,0,0,0,0,0,0,24,24,0.3333,0,0,0,20,21,0.3333,0,0,0,17,21,0.1667,6,0,0,0,0,0,1,0,0
Seventy-Six/Cedar-Seventy,0,0,0,3,0,0,0,0,0,6,11,0.1667,0,0,0,0,0,0,6,7,0.1667,0,0,0,0,0,0,3,0,0,7,8,0.1667,0,0,0,1,0,0,1,0,0
Muscatine 05th,0,0,0,12,12,0.1667,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,33,0.5,2,0,0,9,12,0.1667,7,12,0.1667,0,0,0,5,0,0
Orono-City,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,4,1,0,1,3,0,3,0,0.1667,0,0,0,0,0,0,1,1,0
Goshen-City,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14,17,0.1667,0,0,0,10,15,0.1667,2,0,0,0,0,0,0,0,0
Total,4,0,0,184,188,2.8333,1,0,0,229,244,3.3334,0,0,0,5,0,0,92,93,1.3333,0,0,0,294,321,5.0001,18,3,0,164,161,2.3335,57,15,0.1667,2,0,0,8,7,0
Waterman-Grant-Liberty,0,0,0,2,0,0,0,0,0,7,7,0.1455,0,0,0,0,0,0,3,4,0.0727,0,0,0,4,4,0.0727,0,0,0,7,8,0.1455,0,0,0,0,0,0,0,0,0
Sheldon 3rd Ward,0,0,0,6,6,0.0727,0,0,0,5,5,0.0727,0,0,0,0,0,0,5,5,0.0727,0,0,0,4,4,0.0727,0,0,0,7,7,0.0727,0,0,0,0,0,0,0,0,0
Sheldon 2nd Ward,0,0,0,1,0,0,0,0,0,6,6,0.0727,0,0,0,0,0,0,5,5,0.0727,0,0,0,8,8,0.0727,2,0,0,8,10,0.1455,0,0,0,0,0,0,0,0,0
Union-Baker-Caledonia,0,0,0,8,8,0.1455,0,0,0,10,10,0.1455,0,0,0,0,0,0,7,7,0.0727,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0.1455
Franktdn,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,0.0727,0,0,0,4,4,0.0727,0,3,0.0727,0,0,0,3,3,0.0727,0,0,0,1,0,0
Hartley-Lincoln-Omega,0,0,0,14,15,0.2909,0,0,0,6,7,0.1455,0,0,0,0,0,0,5,0,0,0,0,0,9,11,0.2182,2,6,0.1455,3,0,0,0,0,0,0,0,0,0,0,0
Sheldon 1st Ward,0,0,0,5,5,0.1455,0,0,0,4,4,0.0727,0,0,0,0,0,0,7,7,0.1455,0,0,0,8,8,0.1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit-Center-Dale-Highland,0,0,0,12,12,0.2182,0,0,0,7,11,0.1455,0,0,0,0,0,0,11,12,0.2182,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0
Total,0,0,0,49,46,0.8728,0,0,0,46,50,0.8001,0,0,0,0,0,0,51,48,0.7272,0,0,0,41,39,0.6545,4,9,0.2182,35,25,0.3637,3,3,0.0727,0,1,0,2,9,0.1455
Ashton Precinct 0100,0,0,0,4,4,0.1,0,0,0,2,2,0.1,0,0,0,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harris Precinct 0200,0,0,0,1,0,0,0,0,0,2,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Melvin Precinct 0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1,0,0,0,2,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osceola 3 Precinct 0800,0,0,0,3,3,0.1,1,0,0,4,4,0.2,0,0,0,0,0,0,5,6,0.2,0,0,0,1,0,0,0,0,0,6,7,0.3,0,0,0,0,0,0,0,0,0
May City Precint 0300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,4,0.2,0,0,0,0,0,0,0,0,0
Osceola 1 Precinct 0600,0,0,0,0,0,0,0,0,0,10,10,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1,0,0,0,0,0,0,0,0,0
Total,0,0,0,9,7,0.2,1,0,0,18,20,0.7,0,0,0,0,0,0,9,10,0.4,0,0,0,5,3,0.1,0,0,0,12,14,0.6,0,0,0,0,0,0,0,0,0
Clarinda Ward 2,0,0,0,12,15,0.32,0,0,0,17,19,0.32,0,0,0,1,0,0,11,14,0.24,0,0,0,24,27,0.48,0,0,0,9,0,0,4,5,0,0,0,0,3,0,0
Shenandoah 3,0,0,0,13,15,0.24,0,0,0,21,25,0.32,0,0,0,1,0,0,7,11,0.16,0,0,0,11,15,0.16,4,0,0,7,0,0,2,0,0,0,0,0,0,0,0
Pierce and Fremont Townships Essex,0,0,0,5,6,0.08,0,0,0,5,10,0.16,0,0,0,0,0,0,3,0,0,0,0,0,9,11,0.16,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
Shenandoah 1,0,0,0,2,3,0,0,0,0,10,10,0.16,0,0,0,0,0,0,2,2,0,0,0,0,22,24,0.32,2,0,0,3,2,0,2,2,0,0,0,0,0,0,0
Clarinda Ward 1,0,0,0,1,0,0,0,0,0,15,20,0.32,0,0,0,0,0,0,16,18,0.24,0,0,0,8,9,0.16,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0
Shenandoah 2,0,0,0,1,0,0,0,0,0,13,13,0.24,0,0,0,0,0,0,10,11,0.16,0,0,0,12,14,0.24,1,0,0,11,12,0.16,2,0,0,0,0,0,0,0,0
Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,0,0,0,7,10,0.16,0,0,0,11,12,0.16,0,0,0,0,0,0,8,10,0.08,0,0,0,4,0,0,1,0,0,10,11,0.16,2,0,0,0,0,0,0,0,0
Total,0,0,0,41,49,0.8,0,0,0,92,109,1.68,0,0,0,2,0,0,57,66,0.88,0,0,0,90,100,1.52,9,0,0,46,25,0.32,16,7,0,0,0,0,4,0,0
Emmetsburg Ward 1,0,0,0,16,18,0.4167,0,0,0,5,6,0.0833,0,0,0,0,0,0,4,0,0,0,0,0,3,8,0.1667,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
EM Ward 3/Ayrshire/pt. HL&WL&EM,0,0,0,12,12,0.25,0,0,0,19,21,0.3333,0,0,0,0,0,0,12,13,0.25,0,0,0,9,12,0.25,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
City of WB/EL/RL/BO/GO/NV,0,0,0,9,9,0.25,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0.1667,0,0,0,4,4,0.0833,0,0,0,5,5,0.1667,0,0,0,0,0,0,1,2,0
GR/RV/LI/pt. HL&WL,0,0,0,12,12,0.25,0,0,0,9,9,0.1667,0,0,0,0,0,0,8,8,0.1667,0,0,0,7,7,0.1667,0,0,0,8,8,0.1667,0,0,0,0,0,0,0,0,0
Total,0,0,0,49,51,1.1667,0,0,0,34,36,0.5833,0,0,0,0,0,0,29,26,0.5834,0,0,0,23,31,0.6667,0,0,0,20,13,0.3334,3,0,0,0,0,0,2,2,0
Plymouth 13/Le Mars 3,0,0,0,9,11,0.225,1,0,0,14,21,0.225,0,0,0,0,0,0,4,0,0,0,0,0,23,23,0.225,5,0,0,1,0,0,11,13,0.225,0,0,0,0,0,0
Plymouth 07/Mr,0,0,0,13,13,0.225,0,0,0,5,8,0.225,0,0,0,0,0,0,3,0,0,0,0,0,13,13,0.225,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
Plymouth 08/Py,0,0,0,9,10,0,0,0,0,17,19,0.225,0,0,0,0,0,0,11,17,0.225,0,0,0,14,19,0.225,4,0,0,2,0,0,7,0,0,0,0,0,1,0,0
Plymouth 10/Kl,0,0,0,8,8,0.225,0,0,0,8,11,0.225,0,0,0,0,0,0,2,0,0,0,0,0,7,7,0.225,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
Plymouth 09/Ht,0,0,0,16,16,0.225,0,0,0,13,18,0.225,0,0,0,0,0,0,13,17,0.225,0,0,0,11,11,0.225,0,0,0,5,0,0,6,0,0,0,0,0,0,2,0
Plymouth 12/Le Mars 2,0,0,0,22,27,0.45,0,0,0,27,28,0.45,0,0,0,0,0,0,16,17,0.225,0,0,0,18,20,0.225,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0
Plymouth 05/Rm,0,0,0,13,15,0.225,0,0,0,7,9,0.225,0,0,0,0,0,0,4,0,0,0,0,0,9,9,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth 03/Sb,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.225,2,0,0,0,0,0,0,0,0
Plymouth 01/Ak,0,0,0,13,13,0.225,0,0,0,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,15,19,0.225,0,0,0,9,10,0.225,3,0,0,0,0,0,3,0,0
Total,0,0,0,107,118,1.8,1,0,0,99,122,1.8,0,0,0,0,0,0,54,51,0.675,0,0,0,110,121,1.8,9,0,0,28,17,0.45,35,13,0.225,0,0,0,7,7,0
Grant-S Marshall-S Sherman,0,0,0,6,10,0.12,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pocahontas 1,0,0,0,17,17,0.3,0,0,0,7,13,0.24,0,0,0,0,0,0,11,15,0.3,0,0,0,5,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
Pocahontas 2,0,0,0,3,3,0.06,0,0,0,6,6,0.18,0,0,0,0,0,0,2,3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cedar-Colfax-Dover,0,0,0,3,0,0,0,0,0,8,11,0.12,0,0,0,0,0,0,6,7,0.12,0,0,0,15,18,0.24,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Bellville-Lizard-S Lake-S Lincoln,0,0,0,1,0,0,0,0,0,3,7,0.12,0,0,0,0,0,0,6,7,0.06,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0
Swan Lake-N Marshall,0,0,0,2,0,0,0,0,0,11,14,0.24,0,0,0,1,0,0,2,0,0,0,0,0,5,5,0.06,1,0,0,6,6,0.12,5,7,0.12,0,0,0,0,1,0
DSM-Cummins-Pow-N Garf-N Sherm-N Roose,0,0,0,8,8,0.18,0,0,0,4,5,0.12,0,0,0,1,0,0,6,8,0.12,0,0,0,4,0,0,0,0,0,6,8,0.12,0,0,0,0,0,0,0,0,0
Total,0,0,0,40,38,0.66,0,0,0,40,56,1.02,0,0,0,2,0,0,35,40,0.66,0,0,0,29,23,0.3,3,0,0,18,14,0.24,11,7,0.12,0,0,0,2,2,0
DES MOINES-56,0,0,0,51,0,0,1,0,0,99,133,0.8394,0,0,0,0,0,0,25,0,0,0,0,0,233,252,1.399,4,0,0,175,215,1.399,33,0,0,5,0,0,10,0,0
DES MOINES-41,1,0,0,71,0,0,0,0,0,111,142,1.1192,0,0,0,0,0,0,104,132,0.8394,0,0,0,140,156,1.1192,16,0,0,204,225,1.6788,28,0,0,0,0,0,2,0,0
DES MOINES-58,0,0,0,30,15,0,0,0,0,38,71,0.5596,0,0,0,0,0,0,21,1,0,0,0,0,147,164,1.399,8,0,0,123,138,1.1192,18,0,0,4,0,0,7,7,0
ANKENY-01,1,0,0,69,86,1.1192,1,0,0,117,150,1.6788,0,0,0,3,3,0,46,0,0,0,0,0,93,105,1.1192,0,0,0,94,106,1.399,32,0,0,0,0,0,3,0,0
DES MOINES-39,0,0,0,50,0,0,0,0,0,103,118,0.8394,0,0,0,2,0,0,62,100,0.8394,0,0,0,178,193,1.399,13,0,0,164,178,1.1192,31,0,0,0,0,0,4,0,0
ANKENY-12,1,0,0,66,80,0.8394,0,0,0,148,194,1.6788,0,0,0,0,0,0,63,0,0,0,0,0,107,120,1.1192,5,0,0,91,111,1.1192,37,0,0,0,0,0,1,0,0
DES MOINES-44,0,0,0,30,0,0,0,0,0,73,110,0.8394,0,0,0,0,0,0,55,0,0,0,0,0,189,197,1.399,12,0,0,154,173,1.1192,13,0,0,0,0,0,3,0,0
DES MOINES-34,0,0,0,8,10,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0.2798,0,0,0,24,26,0.2798,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0
DES MOINES-82,0,0,0,38,48,0.5596,0,0,0,18,0,0,0,0,0,0,0,0,32,42,0.5596,0,0,0,32,45,0.5596,0,0,0,14,0,0,3,0,0,0,0,0,5,7,0
DELAWARE-01,0,0,0,14,14,0.2798,0,0,0,12,16,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0.5596,3,0,0,8,0,0,10,11,0.2798,0,0,0,0,2,0
DES MOINES-32,0,0,0,10,0,0,0,0,0,13,22,0.5596,0,0,0,2,0,0,5,0,0,0,0,0,72,75,1.399,0,0,0,7,0,0,3,0,0,0,0,0,0,14,0
DES MOINES-74,0,0,0,13,17,0.2798,0,0,0,16,17,0.2798,0,0,0,0,0,0,12,16,0.2798,0,0,0,21,25,0.2798,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0
GRANGER-01,0,0,0,2,2,0,0,0,0,9,9,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
DES MOINES-33,0,0,0,17,20,0.5596,0,0,0,13,16,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,45,48,0.8394,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0
MADISON-01,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,8,0.2798,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
DES MOINES-51,0,0,0,24,25,0.2798,0,0,0,17,18,0.2798,0,0,0,2,0,0,0,0,0,0,0,0,52,58,0.8394,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0
ALTOONA-05,0,0,0,44,54,0.5596,0,0,0,73,87,1.1192,0,0,0,0,0,0,39,55,0.8394,0,0,0,38,48,0.5596,20,0,0,33,0,0,8,0,0,0,0,0,0,11,0
CLAY-01,0,0,0,14,18,0.2798,0,0,0,16,24,0.2798,0,0,0,0,0,0,17,22,0.2798,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
